"mouseMovements","keystrokes","scrollingPatterns","ipAddress"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405},{""x"":428,""y"":387,""timestamp"":1725249759232}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405},{""x"":428,""y"":387,""timestamp"":1725249759232},{""x"":381,""y"":489,""timestamp"":1725249759336}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405},{""x"":428,""y"":387,""timestamp"":1725249759232},{""x"":381,""y"":489,""timestamp"":1725249759336},{""x"":380,""y"":491,""timestamp"":1725249759478}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
"[{""x"":1423,""y"":45,""timestamp"":1725249747702},{""x"":1265,""y"":54,""timestamp"":1725249747803},{""x"":1004,""y"":245,""timestamp"":1725249747909},{""x"":975,""y"":303,""timestamp"":1725249748030},{""x"":975,""y"":270,""timestamp"":1725249748130},{""x"":931,""y"":233,""timestamp"":1725249748234},{""x"":895,""y"":227,""timestamp"":1725249748549},{""x"":619,""y"":147,""timestamp"":1725249748665},{""x"":572,""y"":156,""timestamp"":1725249748988},{""x"":179,""y"":157,""timestamp"":1725249749093},{""x"":288,""y"":312,""timestamp"":1725249749213},{""x"":468,""y"":400,""timestamp"":1725249749317},{""x"":358,""y"":207,""timestamp"":1725249749422},{""x"":322,""y"":335,""timestamp"":1725249749526},{""x"":332,""y"":337,""timestamp"":1725249749637},{""x"":333,""y"":329,""timestamp"":1725249750528},{""x"":331,""y"":369,""timestamp"":1725249754269},{""x"":380,""y"":675,""timestamp"":1725249754374},{""x"":479,""y"":681,""timestamp"":1725249754477},{""x"":460,""y"":646,""timestamp"":1725249754582},{""x"":454,""y"":655,""timestamp"":1725249754686},{""x"":545,""y"":718,""timestamp"":1725249755466},{""x"":468,""y"":234,""timestamp"":1725249755568},{""x"":450,""y"":260,""timestamp"":1725249755844},{""x"":430,""y"":333,""timestamp"":1725249755974},{""x"":420,""y"":306,""timestamp"":1725249756081},{""x"":415,""y"":301,""timestamp"":1725249756395},{""x"":415,""y"":302,""timestamp"":1725249757690},{""x"":484,""y"":465,""timestamp"":1725249757789},{""x"":484,""y"":462,""timestamp"":1725249757894},{""x"":476,""y"":451,""timestamp"":1725249757999},{""x"":460,""y"":413,""timestamp"":1725249758104},{""x"":452,""y"":390,""timestamp"":1725249758204},{""x"":445,""y"":378,""timestamp"":1725249758304},{""x"":441,""y"":368,""timestamp"":1725249758405},{""x"":428,""y"":387,""timestamp"":1725249759232},{""x"":381,""y"":489,""timestamp"":1725249759336},{""x"":380,""y"":491,""timestamp"":1725249759478}]","[{""key"":""a"",""timestamp"":1725249756879},{""key"":""s"",""timestamp"":1725249756897},{""key"":""d"",""timestamp"":1725249756988},{""key"":""a"",""timestamp"":1725249757057}]","[]","106.51.8.242"
